sp|P14314|GLU2B_HUMAN	NP_496073.1	35.028	531	309	6	2	522	1	505	1.15e-101	315	528	507
sp|P14314|GLU2B_HUMAN	NP_491270.2	35.165	91	44	4	37	116	3619	3705	2.15e-06	50.8	528	4858
sp|P14314|GLU2B_HUMAN	NP_491270.2	35.165	91	50	3	32	120	2816	2899	1.94e-04	44.3	528	4858
sp|P62191|PRS4_HUMAN	NP_504558.1	83.070	443	72	1	1	440	1	443	0.0	719	440	443
sp|P62191|PRS4_HUMAN	NP_001379656.1	56.840	424	168	6	30	439	15	437	7.36e-164	468	440	438
sp|P62191|PRS4_HUMAN	NP_498429.1	52.162	370	175	1	60	429	38	405	6.08e-136	396	440	414
sp|P62191|PRS4_HUMAN	NP_001379988.1	50.142	353	176	0	80	432	49	401	1.16e-120	357	440	411
sp|P62191|PRS4_HUMAN	NP_001367906.1	50.142	353	176	0	80	432	70	422	2.66e-120	357	440	432
sp|P62191|PRS4_HUMAN	NP_499609.1	49.575	353	178	0	80	432	54	406	3.29e-120	356	440	416
sp|P62191|PRS4_HUMAN	NP_491672.1	47.324	355	173	2	78	431	82	423	7.18e-113	338	440	430
sp|P62191|PRS4_HUMAN	NP_506005.1	47.198	339	173	3	106	438	94	432	3.81e-106	321	440	435
sp|P62191|PRS4_HUMAN	NP_001022114.1	43.750	352	191	1	82	426	32	383	2.42e-102	310	440	398
sp|P62191|PRS4_HUMAN	NP_001022113.1	43.750	352	191	1	82	426	40	391	3.18e-102	310	440	406
sp|Q04323|UBXN1_HUMAN	NP_490978.1	29.114	316	175	8	4	291	1	295	2.08e-28	110	297	299
sp|Q04323|UBXN1_HUMAN	NP_001370812.1	26.852	216	142	5	84	294	155	359	1.84e-14	73.2	297	469
sp|Q8NFI3|ENASE_HUMAN	NP_001021238.1	40.625	352	184	8	87	434	6	336	3.01e-76	252	743	433
sp|Q8NFI3|ENASE_HUMAN	NP_498267.3	44.211	285	147	6	87	368	6	281	3.11e-71	234	743	294
sp|Q8NFI3|ENASE_HUMAN	NP_001359901.1	41.234	308	160	6	131	434	1	291	3.86e-69	232	743	388
sp|Q9BUN8|DERL1_HUMAN	NP_492721.1	47.791	249	121	4	3	249	2	243	3.33e-74	226	251	245
sp|Q9BUN8|DERL1_HUMAN	NP_001379935.1	30.841	214	145	1	1	214	1	211	2.38e-27	105	251	237
sp|Q13724|MOGS_HUMAN	NP_001122771.1	36.774	775	420	17	80	836	67	789	6.81e-160	485	837	792
sp|Q13724|MOGS_HUMAN	NP_001076682.1	36.645	775	418	17	80	836	67	786	8.60e-160	485	837	789
sp|Q13724|MOGS_HUMAN	NP_001076681.1	36.761	778	413	19	80	836	74	793	1.12e-159	485	837	796
sp|P54727|RD23B_HUMAN	NP_496488.2	39.207	227	108	7	185	409	125	323	1.01e-37	139	409	323
sp|P54727|RD23B_HUMAN	NP_496488.2	42.045	88	49	2	1	88	3	88	3.25e-12	67.0	409	323
sp|P54727|RD23B_HUMAN	NP_001379170.1	39.062	64	36	1	1	64	1	61	8.73e-09	52.0	409	77
